,year,season,Trip,set,hooks,species,Numb,program,EorW,CPUE(per 1k hooks)
107,2006.0,2.0,13.0,110.0,1008.0,0.0,0.0,1.0,1.0,0.0
108,2006.0,2.0,13.0,111.0,1008.0,0.0,0.0,1.0,1.0,0.0
109,2006.0,2.0,13.0,112.0,1008.0,0.0,0.0,1.0,1.0,0.0
110,2006.0,2.0,13.0,113.0,1008.0,0.0,0.0,1.0,1.0,0.0
111,2006.0,2.0,13.0,114.0,1008.0,0.0,0.0,1.0,1.0,0.0
112,2006.0,2.0,13.0,115.0,1008.0,0.0,0.0,1.0,1.0,0.0
113,2006.0,2.0,13.0,116.0,1008.0,0.0,0.0,1.0,1.0,0.0
114,2006.0,2.0,13.0,117.0,1008.0,0.0,0.0,1.0,1.0,0.0
115,2006.0,2.0,13.0,118.0,1008.0,0.0,0.0,1.0,1.0,0.0
116,2006.0,2.0,13.0,119.0,1008.0,0.0,0.0,1.0,1.0,0.0
117,2006.0,2.0,13.0,120.0,1008.0,0.0,0.0,1.0,1.0,0.0
118,2006.0,2.0,13.0,121.0,1008.0,0.0,0.0,1.0,1.0,0.0
119,2006.0,2.0,13.0,122.0,1008.0,0.0,0.0,1.0,1.0,0.0
120,2006.0,2.0,13.0,123.0,1008.0,0.0,0.0,1.0,1.0,0.0
121,2006.0,2.0,13.0,124.0,1008.0,0.0,0.0,1.0,1.0,0.0
122,2006.0,2.0,13.0,125.0,1008.0,0.0,0.0,1.0,1.0,0.0
123,2006.0,2.0,13.0,126.0,1008.0,0.0,0.0,1.0,1.0,0.0
124,2006.0,2.0,13.0,127.0,1008.0,0.0,0.0,1.0,1.0,0.0
125,2006.0,2.0,13.0,128.0,1008.0,0.0,0.0,1.0,1.0,0.0
126,2006.0,2.0,13.0,129.0,1008.0,0.0,0.0,1.0,1.0,0.0
127,2006.0,2.0,13.0,130.0,1008.0,0.0,0.0,1.0,1.0,0.0
128,2006.0,2.0,13.0,131.0,1008.0,0.0,0.0,1.0,1.0,0.0
129,2006.0,2.0,13.0,132.0,1008.0,0.0,0.0,1.0,1.0,0.0
130,2006.0,2.0,13.0,133.0,1008.0,0.0,0.0,1.0,1.0,0.0
131,2006.0,2.0,13.0,134.0,1008.0,0.0,0.0,1.0,1.0,0.0
132,2006.0,2.0,13.0,135.0,1008.0,0.0,0.0,1.0,1.0,0.0
133,2006.0,2.0,13.0,136.0,1008.0,0.0,0.0,1.0,1.0,0.0
134,2006.0,2.0,13.0,137.0,1008.0,0.0,0.0,1.0,1.0,0.0
135,2006.0,2.0,13.0,138.0,1008.0,0.0,0.0,1.0,1.0,0.0
136,2006.0,2.0,13.0,139.0,1008.0,0.0,0.0,1.0,1.0,0.0
137,2006.0,2.0,13.0,140.0,1008.0,0.0,0.0,1.0,1.0,0.0
138,2006.0,2.0,13.0,141.0,1008.0,0.0,0.0,1.0,1.0,0.0
139,2006.0,2.0,13.0,142.0,1008.0,0.0,0.0,1.0,1.0,0.0
140,2006.0,2.0,13.0,143.0,1008.0,0.0,0.0,1.0,1.0,0.0
141,2006.0,2.0,13.0,144.0,1008.0,0.0,0.0,1.0,1.0,0.0
142,2006.0,2.0,13.0,145.0,1008.0,0.0,0.0,1.0,1.0,0.0
143,2006.0,2.0,13.0,146.0,1008.0,0.0,0.0,1.0,1.0,0.0
144,2006.0,2.0,13.0,147.0,1008.0,0.0,0.0,1.0,1.0,0.0
145,2006.0,2.0,13.0,148.0,1008.0,0.0,0.0,1.0,1.0,0.0
146,2006.0,2.0,13.0,149.0,1008.0,0.0,0.0,1.0,1.0,0.0
147,2006.0,2.0,13.0,150.0,1008.0,0.0,0.0,1.0,1.0,0.0
148,2006.0,2.0,13.0,151.0,1008.0,0.0,0.0,1.0,1.0,0.0
149,2006.0,2.0,13.0,152.0,1008.0,0.0,0.0,1.0,1.0,0.0
150,2006.0,2.0,13.0,153.0,1008.0,0.0,0.0,1.0,1.0,0.0
151,2006.0,2.0,13.0,154.0,1008.0,0.0,0.0,1.0,1.0,0.0
152,2006.0,2.0,13.0,155.0,1008.0,0.0,0.0,1.0,1.0,0.0
153,2006.0,2.0,13.0,156.0,1008.0,0.0,0.0,1.0,1.0,0.0
154,2006.0,2.0,13.0,157.0,1008.0,0.0,0.0,1.0,1.0,0.0
155,2006.0,2.0,13.0,158.0,1008.0,0.0,0.0,1.0,1.0,0.0
156,2006.0,2.0,13.0,159.0,1008.0,0.0,0.0,1.0,1.0,0.0
157,2006.0,2.0,13.0,160.0,1008.0,0.0,0.0,1.0,1.0,0.0
158,2006.0,2.0,13.0,161.0,1008.0,0.0,0.0,1.0,1.0,0.0
159,2006.0,2.0,13.0,162.0,1008.0,0.0,0.0,1.0,1.0,0.0
160,2006.0,2.0,13.0,163.0,1008.0,0.0,0.0,1.0,1.0,0.0
161,2006.0,2.0,13.0,164.0,1008.0,0.0,0.0,1.0,1.0,0.0
162,2006.0,2.0,13.0,165.0,1008.0,0.0,0.0,1.0,1.0,0.0
163,2006.0,2.0,13.0,166.0,1008.0,0.0,0.0,1.0,1.0,0.0
164,2006.0,2.0,13.0,167.0,1008.0,0.0,0.0,1.0,1.0,0.0
165,2006.0,2.0,13.0,168.0,1008.0,0.0,0.0,1.0,1.0,0.0
166,2006.0,2.0,13.0,169.0,1008.0,0.0,0.0,1.0,1.0,0.0
167,2006.0,2.0,13.0,170.0,1008.0,0.0,0.0,1.0,1.0,0.0
168,2006.0,2.0,13.0,171.0,1008.0,0.0,0.0,1.0,1.0,0.0
169,2006.0,2.0,13.0,172.0,1008.0,0.0,0.0,1.0,1.0,0.0
170,2006.0,2.0,13.0,173.0,1008.0,0.0,0.0,1.0,1.0,0.0
171,2006.0,2.0,13.0,174.0,1008.0,0.0,0.0,1.0,1.0,0.0
172,2006.0,2.0,13.0,175.0,1008.0,0.0,0.0,1.0,1.0,0.0
173,2006.0,2.0,13.0,176.0,1008.0,0.0,0.0,1.0,1.0,0.0
174,2006.0,2.0,13.0,177.0,1008.0,0.0,0.0,1.0,1.0,0.0
175,2006.0,2.0,13.0,178.0,1008.0,0.0,0.0,1.0,1.0,0.0
176,2006.0,2.0,13.0,179.0,1008.0,0.0,0.0,1.0,1.0,0.0
177,2006.0,2.0,13.0,180.0,1008.0,0.0,0.0,1.0,1.0,0.0
178,2006.0,2.0,13.0,181.0,1008.0,0.0,0.0,1.0,1.0,0.0
179,2006.0,2.0,13.0,182.0,1008.0,0.0,0.0,1.0,1.0,0.0
180,2006.0,2.0,13.0,183.0,1008.0,0.0,0.0,1.0,1.0,0.0
181,2006.0,2.0,13.0,184.0,1008.0,0.0,0.0,1.0,1.0,0.0
182,2006.0,2.0,13.0,185.0,1008.0,0.0,0.0,1.0,1.0,0.0
183,2006.0,2.0,13.0,186.0,1008.0,0.0,0.0,1.0,1.0,0.0
184,2006.0,2.0,13.0,187.0,1008.0,0.0,0.0,1.0,1.0,0.0
185,2006.0,2.0,13.0,188.0,1008.0,0.0,0.0,1.0,1.0,0.0
186,2006.0,2.0,13.0,189.0,1008.0,0.0,0.0,1.0,1.0,0.0
187,2006.0,2.0,13.0,190.0,1008.0,0.0,0.0,1.0,1.0,0.0
188,2006.0,2.0,13.0,191.0,1008.0,0.0,0.0,1.0,1.0,0.0
189,2006.0,2.0,13.0,192.0,1008.0,0.0,0.0,1.0,1.0,0.0
190,2006.0,2.0,13.0,193.0,1008.0,0.0,0.0,1.0,1.0,0.0
191,2006.0,2.0,13.0,194.0,1008.0,0.0,0.0,1.0,1.0,0.0
192,2006.0,2.0,13.0,195.0,1008.0,0.0,0.0,1.0,1.0,0.0
193,2006.0,2.0,13.0,196.0,1008.0,0.0,0.0,1.0,1.0,0.0
194,2006.0,2.0,13.0,197.0,1008.0,0.0,0.0,1.0,1.0,0.0
195,2006.0,2.0,13.0,198.0,1008.0,0.0,0.0,1.0,1.0,0.0
196,2006.0,2.0,13.0,199.0,1008.0,0.0,0.0,1.0,1.0,0.0
197,2006.0,2.0,13.0,200.0,1008.0,0.0,0.0,1.0,1.0,0.0
198,2006.0,2.0,13.0,201.0,1008.0,0.0,0.0,1.0,1.0,0.0
199,2006.0,2.0,13.0,202.0,1008.0,0.0,0.0,1.0,1.0,0.0
200,2006.0,2.0,13.0,203.0,1124.0,0.0,0.0,1.0,1.0,0.0
201,2006.0,2.0,1.0,1.0,2077.0,1.0,1.0,2.0,1.0,0.481463649494463
202,2006.0,2.0,1.0,5.0,1815.0,1.0,1.0,2.0,1.0,0.550964187327824
203,2006.0,2.0,1.0,6.0,754.0,1.0,1.0,2.0,1.0,1.3262599469496
204,2006.0,2.0,1.0,11.0,1981.0,1.0,1.0,2.0,1.0,0.504795557799091
205,2006.0,2.0,1.0,17.0,1929.0,1.0,2.0,2.0,1.0,1.03680663556247
206,2006.0,2.0,1.0,21.0,1964.0,1.0,1.0,2.0,1.0,0.509164969450102
207,2006.0,2.0,2.5700000000000003,22.0,1432.0,0.0,0.0,2.0,1.0,0.0
208,2006.0,2.0,2.5700000000000003,23.0,1432.0,0.0,0.0,2.0,1.0,0.0
209,2006.0,2.0,2.5700000000000003,24.0,1432.0,0.0,0.0,2.0,1.0,0.0
210,2006.0,2.0,2.5700000000000003,25.0,1432.0,0.0,0.0,2.0,1.0,0.0
211,2006.0,2.0,2.5700000000000003,26.0,1432.0,0.0,0.0,2.0,1.0,0.0
212,2006.0,2.0,2.5700000000000003,27.0,1432.0,0.0,0.0,2.0,1.0,0.0
213,2006.0,2.0,2.5700000000000003,28.0,1432.0,0.0,0.0,2.0,1.0,0.0
214,2006.0,2.0,2.5700000000000003,29.0,1432.0,0.0,0.0,2.0,1.0,0.0
215,2006.0,2.0,2.5700000000000003,30.0,1432.0,0.0,0.0,2.0,1.0,0.0
216,2006.0,2.0,2.5700000000000003,31.0,1432.0,0.0,0.0,2.0,1.0,0.0
217,2006.0,2.0,2.5700000000000003,32.0,1432.0,0.0,0.0,2.0,1.0,0.0
218,2006.0,2.0,2.5700000000000003,33.0,1432.0,0.0,0.0,2.0,1.0,0.0
219,2006.0,2.0,2.5700000000000003,34.0,1432.0,0.0,0.0,2.0,1.0,0.0
220,2006.0,2.0,2.5700000000000003,35.0,1432.0,0.0,0.0,2.0,1.0,0.0
221,2006.0,2.0,2.5700000000000003,36.0,1432.0,0.0,0.0,2.0,1.0,0.0
222,2006.0,2.0,2.5700000000000003,37.0,1432.0,0.0,0.0,2.0,1.0,0.0
223,2006.0,2.0,2.5700000000000003,38.0,1432.0,0.0,0.0,2.0,1.0,0.0
224,2006.0,2.0,2.5700000000000003,39.0,1432.0,0.0,0.0,2.0,1.0,0.0
225,2006.0,2.0,2.5700000000000003,40.0,1432.0,0.0,0.0,2.0,1.0,0.0
226,2006.0,2.0,2.5700000000000003,41.0,1432.0,0.0,0.0,2.0,1.0,0.0
227,2006.0,2.0,2.5700000000000003,42.0,1446.0,0.0,0.0,2.0,1.0,0.0
228,2007.0,1.0,4.0,1.0,2400.0,1.0,1.0,1.0,1.0,0.416666666666667
229,2007.0,1.0,5.0,4.0,2500.0,1.0,1.0,1.0,1.0,0.4
230,2007.0,1.0,5.0,5.0,2500.0,1.0,1.0,1.0,1.0,0.4
231,2007.0,1.0,5.0,16.0,2500.0,1.0,1.0,1.0,1.0,0.4
232,2007.0,1.0,6.0,17.0,2020.0,0.0,0.0,1.0,1.0,0.0
233,2007.0,1.0,6.0,18.0,2020.0,0.0,0.0,1.0,1.0,0.0
234,2007.0,1.0,6.0,19.0,2020.0,0.0,0.0,1.0,1.0,0.0
235,2007.0,1.0,6.0,20.0,2020.0,0.0,0.0,1.0,1.0,0.0
236,2007.0,1.0,6.0,21.0,2020.0,0.0,0.0,1.0,1.0,0.0
237,2007.0,1.0,6.0,22.0,2020.0,0.0,0.0,1.0,1.0,0.0
238,2007.0,1.0,6.0,23.0,2020.0,0.0,0.0,1.0,1.0,0.0
239,2007.0,1.0,6.0,24.0,2020.0,0.0,0.0,1.0,1.0,0.0
240,2007.0,1.0,6.0,25.0,2020.0,0.0,0.0,1.0,1.0,0.0
241,2007.0,1.0,6.0,26.0,2020.0,0.0,0.0,1.0,1.0,0.0
242,2007.0,1.0,6.0,27.0,2020.0,0.0,0.0,1.0,1.0,0.0
243,2007.0,1.0,6.0,28.0,2020.0,0.0,0.0,1.0,1.0,0.0
244,2007.0,1.0,6.0,29.0,2020.0,0.0,0.0,1.0,1.0,0.0
245,2007.0,1.0,6.0,30.0,2020.0,0.0,0.0,1.0,1.0,0.0
246,2007.0,1.0,6.0,31.0,2020.0,0.0,0.0,1.0,1.0,0.0
247,2007.0,1.0,6.0,32.0,2020.0,0.0,0.0,1.0,1.0,0.0
248,2007.0,1.0,6.0,33.0,2020.0,0.0,0.0,1.0,1.0,0.0
249,2007.0,1.0,6.0,34.0,2020.0,0.0,0.0,1.0,1.0,0.0
250,2007.0,1.0,6.0,35.0,2020.0,0.0,0.0,1.0,1.0,0.0
251,2007.0,1.0,6.0,36.0,2020.0,0.0,0.0,1.0,1.0,0.0
252,2007.0,1.0,6.0,37.0,2020.0,0.0,0.0,1.0,1.0,0.0
253,2007.0,1.0,6.0,38.0,2020.0,0.0,0.0,1.0,1.0,0.0
254,2007.0,1.0,6.0,39.0,2020.0,0.0,0.0,1.0,1.0,0.0
255,2007.0,1.0,6.0,40.0,2020.0,0.0,0.0,1.0,1.0,0.0
256,2007.0,1.0,6.0,41.0,2020.0,0.0,0.0,1.0,1.0,0.0
257,2007.0,1.0,6.0,42.0,2020.0,0.0,0.0,1.0,1.0,0.0
258,2007.0,1.0,6.0,43.0,2020.0,0.0,0.0,1.0,1.0,0.0
259,2007.0,1.0,6.0,44.0,2020.0,0.0,0.0,1.0,1.0,0.0
260,2007.0,1.0,6.0,45.0,2020.0,0.0,0.0,1.0,1.0,0.0
261,2007.0,1.0,6.0,46.0,2020.0,0.0,0.0,1.0,1.0,0.0
262,2007.0,1.0,6.0,47.0,2020.0,0.0,0.0,1.0,1.0,0.0
263,2007.0,1.0,6.0,48.0,2020.0,0.0,0.0,1.0,1.0,0.0
264,2007.0,1.0,6.0,49.0,2020.0,0.0,0.0,1.0,1.0,0.0
265,2007.0,1.0,6.0,50.0,2020.0,0.0,0.0,1.0,1.0,0.0
266,2007.0,1.0,6.0,51.0,2020.0,0.0,0.0,1.0,1.0,0.0
267,2007.0,1.0,6.0,52.0,2020.0,0.0,0.0,1.0,1.0,0.0
268,2007.0,1.0,6.0,53.0,2020.0,0.0,0.0,1.0,1.0,0.0
269,2007.0,1.0,6.0,54.0,2020.0,0.0,0.0,1.0,1.0,0.0
270,2007.0,1.0,6.0,55.0,2020.0,0.0,0.0,1.0,1.0,0.0
271,2007.0,1.0,6.0,56.0,2020.0,0.0,0.0,1.0,1.0,0.0
272,2007.0,1.0,6.0,57.0,2020.0,0.0,0.0,1.0,1.0,0.0
273,2007.0,1.0,6.0,58.0,2020.0,0.0,0.0,1.0,1.0,0.0
274,2007.0,1.0,6.0,59.0,2020.0,0.0,0.0,1.0,1.0,0.0
275,2007.0,1.0,6.0,60.0,2020.0,0.0,0.0,1.0,1.0,0.0
276,2007.0,1.0,6.0,61.0,2020.0,0.0,0.0,1.0,1.0,0.0
277,2007.0,1.0,6.0,62.0,2020.0,0.0,0.0,1.0,1.0,0.0
278,2007.0,1.0,6.0,63.0,2020.0,0.0,0.0,1.0,1.0,0.0
279,2007.0,1.0,6.0,64.0,2020.0,0.0,0.0,1.0,1.0,0.0
280,2007.0,1.0,6.0,65.0,2020.0,0.0,0.0,1.0,1.0,0.0
281,2007.0,1.0,6.0,66.0,2020.0,0.0,0.0,1.0,1.0,0.0
282,2007.0,1.0,6.0,67.0,2025.0,0.0,0.0,1.0,1.0,0.0
283,2007.0,2.0,6.0,8.0,1475.0,1.0,1.0,1.0,1.0,0.677966101694915
284,2007.0,2.0,6.0,15.0,1475.0,1.0,1.0,1.0,1.0,0.677966101694915
285,2007.0,2.0,7.0,7.0,650.0,2.0,1.0,1.0,1.0,1.53846153846154
286,2007.0,2.0,7.0,16.0,907.0,0.0,0.0,1.0,1.0,0.0
287,2007.0,2.0,7.0,17.0,907.0,0.0,0.0,1.0,1.0,0.0
288,2007.0,2.0,7.0,18.0,907.0,0.0,0.0,1.0,1.0,0.0
289,2007.0,2.0,7.0,19.0,907.0,0.0,0.0,1.0,1.0,0.0
290,2007.0,2.0,7.0,20.0,907.0,0.0,0.0,1.0,1.0,0.0
291,2007.0,2.0,7.0,21.0,907.0,0.0,0.0,1.0,1.0,0.0
292,2007.0,2.0,7.0,22.0,907.0,0.0,0.0,1.0,1.0,0.0
293,2007.0,2.0,7.0,23.0,907.0,0.0,0.0,1.0,1.0,0.0
294,2007.0,2.0,7.0,24.0,907.0,0.0,0.0,1.0,1.0,0.0
295,2007.0,2.0,7.0,25.0,907.0,0.0,0.0,1.0,1.0,0.0
296,2007.0,2.0,7.0,26.0,907.0,0.0,0.0,1.0,1.0,0.0
297,2007.0,2.0,7.0,27.0,907.0,0.0,0.0,1.0,1.0,0.0
298,2007.0,2.0,7.0,28.0,907.0,0.0,0.0,1.0,1.0,0.0
299,2007.0,2.0,7.0,29.0,907.0,0.0,0.0,1.0,1.0,0.0
300,2007.0,2.0,7.0,30.0,907.0,0.0,0.0,1.0,1.0,0.0
301,2007.0,2.0,7.0,31.0,907.0,0.0,0.0,1.0,1.0,0.0
302,2007.0,2.0,7.0,32.0,907.0,0.0,0.0,1.0,1.0,0.0
303,2007.0,2.0,7.0,33.0,907.0,0.0,0.0,1.0,1.0,0.0
304,2007.0,2.0,7.0,34.0,907.0,0.0,0.0,1.0,1.0,0.0
305,2007.0,2.0,7.0,35.0,907.0,0.0,0.0,1.0,1.0,0.0
306,2007.0,2.0,7.0,36.0,907.0,0.0,0.0,1.0,1.0,0.0
307,2007.0,2.0,7.0,37.0,907.0,0.0,0.0,1.0,1.0,0.0
308,2007.0,2.0,7.0,38.0,907.0,0.0,0.0,1.0,1.0,0.0
309,2007.0,2.0,7.0,39.0,907.0,0.0,0.0,1.0,1.0,0.0
310,2007.0,2.0,7.0,40.0,907.0,0.0,0.0,1.0,1.0,0.0
311,2007.0,2.0,7.0,41.0,907.0,0.0,0.0,1.0,1.0,0.0
312,2007.0,2.0,7.0,42.0,907.0,0.0,0.0,1.0,1.0,0.0
